name,type,ra_deg,dec_deg,major_arcmin,minor_arcmin,pa_deg,mag,messier,common_name_zh,constellation,mag_band,common_name_en,is_addendum
IC4001,G,194.908042,38.87025,0.58,0.34,32,15.74,,,CVn,B,,0
IC4002,G,194.919208,36.763472,0.43,0.23,68,17.14,,,CVn,B,,0
IC4003,G,194.913875,38.815583,1.07,1.07,91,15.1,,,CVn,B,,0
IC4004,G,194.928208,38.811306,0.87,0.81,143,15.41,,,CVn,B,,0
IC4005,**,195.010583,22.639917,,,,,,,Com,,,0
IC4006,*,194.953,37.011083,,,,,,,CVn,,,0
IC4007,G,195.029125,19.964667,0.34,0.22,146,16.33,,,Com,B,,0
IC4008,**,195.023917,22.3505,,,,,,,Com,,,0
IC4009,*,194.97,36.66075,,,,,,,CVn,,,0
IC4010,G,194.975167,37.859111,0.52,0.28,65,16.31,,,CVn,B,,0
IC4011,G,195.026625,28.004139,0.4,0.38,1,15.1,,,Com,V,,0
IC4012,G,195.033292,28.078556,0.51,0.42,131,14.93,,,Com,V,,0
IC4013,*,194.990958,37.199389,,,,,,,CVn,,,0
IC4014,G,195.057917,22.499611,0.4,0.36,4,16.76,,,Com,B,,0
IC4015,Dup,194.998375,37.193389,,,,,,,CVn,,,0
IC4016,Dup,194.999333,37.188139,,,,,,,CVn,,,0
IC4017,G,195.066333,22.555694,0.39,0.2,91,17.44,,,Com,B,,0
IC4018,G,194.989333,40.488722,0.18,0.15,168,17.01,,,CVn,B,,0
IC4019,**,195.072625,23.720833,,,,,,,Com,,,0
IC4020,G,195.014167,38.609889,0.93,0.19,80,16.59,,,CVn,B,,0
IC4021,G,195.061417,28.041306,0.4,0.38,26,14.69,,,Com,V,,0
IC4022,*,195.020542,38.478917,,,,,,,CVn,,,0
IC4023,G,195.110583,19.097333,0.62,0.35,176,16.6,,,Com,B,,0
IC4024,*,195.016542,40.509139,,,,,,,CVn,,,0
IC4025,G,195.118167,19.105028,0.62,0.35,176,16.6,,,Com,B,,0
IC4026,G,195.09225,28.047,0.58,0.41,73,14.59,,,Com,V,,0
IC4027,G,195.05675,37.141417,0.45,0.33,167,16.31,,,CVn,B,,0
IC4028,G,195.067208,36.254111,0.78,0.61,151,15.38,,,CVn,B,,0
IC4029,G,195.059167,38.759722,0.42,0.2,109,16.57,,,CVn,B,,0
IC4030,G,195.116542,27.955972,0.53,0.36,16,15.39,,,Com,V,,0
IC4031,G,195.0645,39.144944,0.21,0.17,124,16.42,,,CVn,B,,0
IC4032,G,195.106875,28.867806,0.6,0.44,176,14.68,,,Com,V,,0
IC4033,G,195.118292,27.972417,0.5,0.28,100,15.21,,,Com,V,,0
IC4034,G,195.081625,37.046194,0.41,0.24,63,16.26,,,CVn,B,,0
IC4035,GPair,195.07225,40.301444,0.8,,,,,,CVn,,,0
IC4035 NED01,G,195.069542,40.299639,0.48,0.23,34,16.89,,,CVn,B,,0
IC4035 NED02,G,195.075,40.302361,0.55,0.09,179,18.8,,,CVn,B,,0
IC4036,*,195.086458,36.909056,,,,,,,CVn,,,0
IC4037,G,195.080917,39.002639,0.35,0.28,109,16.54,,,CVn,B,,0
IC4038,G,195.090708,37.039361,0.59,0.31,168,16.18,,,CVn,B,,0
IC4039,G,195.164083,21.691722,0.5,0.42,10,16.04,,,Com,B,,0
IC4040,G,195.158042,28.057361,0.78,0.34,152,14.82,,,Com,V,,0
IC4041,G,195.170208,27.996611,0.61,0.44,44,14.42,,,Com,V,,0
IC4042,G,195.178208,27.971389,0.72,0.6,2,14.13,,,Com,V,,0
IC4043,G,195.1445,37.071917,0.98,0.3,160,16.46,,,CVn,B,,0
IC4044,G,195.197542,27.922167,0.48,0.3,43,15.47,,,Com,V,,0
IC4045,G,195.202667,28.090778,0.79,0.44,109,13.88,,,Com,V,,0
IC4046,*,195.164292,36.685917,,,,,,,CVn,,,0
IC4047,G,195.240375,19.687,0.88,0.81,90,15.63,,,Com,B,,0
IC4048,G,195.158958,39.830972,0.46,0.21,178,16.84,,,CVn,B,,0
IC4049,G,195.17775,36.345556,1.07,1.07,69,15.02,,,CVn,B,,0
IC4050,**,195.182583,36.739861,,,,,,,CVn,,,0
IC4051,G,195.214833,28.042806,0.96,0.58,51,13.61,,,Com,V,,0
IC4052,**,195.174667,39.667639,,,,,,,CVn,,,0
IC4053,*,195.255458,22.924722,,,,,,,Com,,,0
IC4054,*,195.255667,22.905028,,,,,,,Com,,,0
IC4055,Other,195.260958,22.908556,,,,,,,Com,,,0
IC4056,G,195.184542,39.754139,0.68,0.37,96,15.96,,,CVn,B,,0
IC4057,*,195.271917,23.157694,,,,,,,Com,,,0
IC4058,G,195.288917,19.494167,0.62,0.34,116,16.34,,,Com,B,,0
IC4059,G,195.314458,19.273556,0.41,0.33,58,17,,,Com,B,,0
IC4060,G,195.219,40.584556,0.79,0.59,147,15.11,,,CVn,B,,0
IC4061,GPair,195.240167,39.58275,0.5,,,,,,CVn,,,0
IC4061 NED01,G,195.239125,39.583111,0.39,0.3,122,15.96,,,CVn,B,,0
IC4061 NED02,G,195.242083,39.583944,0.48,0.37,123,17.01,,,CVn,B,,0
IC4062,G,195.244333,39.858944,0.38,0.38,93,14.89,,,CVn,B,,0
IC4063,G,195.277708,39.245194,0.3,0.24,158,16.92,,,CVn,B,,0
IC4064,G,195.278042,39.841472,1.4,1.08,35,14.38,,,CVn,B,,0
IC4065,G,195.295792,39.744472,0.73,0.38,155,15.32,,,CVn,B,,0
IC4066,*,195.417333,19.272611,,,,,,,Com,,,0
IC4067,G,195.33375,39.940361,0.38,0.25,12,16.3,,,CVn,B,,0
IC4068,G,195.334083,39.899056,0.57,0.35,70,15.87,,,CVn,B,,0
IC4069,G,195.35325,36.112722,0.41,0.23,13,16.85,,,CVn,B,,0
IC4070,G,195.430375,19.301944,0.58,0.39,44,16.21,,,Com,B,,0
IC4071,G,195.517042,-7.603194,0.97,0.55,8,14.7,,,Vir,B,,0
IC4072,*,195.357667,37.353722,,,,,,,CVn,,,0
IC4073,G,195.357125,39.914278,0.81,0.27,143,15.45,,,CVn,B,,0
IC4074,G,195.454083,19.008861,0.59,0.38,43,16.9,,,Com,B,,0
IC4075,G,195.452333,19.965,0.44,0.31,104,16.8,,,Com,B,,0
IC4076,G,195.452458,23.389111,0.41,0.37,143,16.75,,,Com,B,,0
IC4077,G,195.391875,37.386222,0.42,0.28,61,16.22,,,CVn,B,,0
IC4078,**,195.398583,36.593222,,,,,,,CVn,,,0
IC4079,G,195.486625,19.248806,0.42,0.37,10,17.41,,,Com,B,,0
IC4080,GPair,195.490833,19.254694,0.4,,,,,,Com,,,0
IC4080 NED01,G,195.490458,19.25325,0.79,0.16,38,17.28,,,Com,B,,0
IC4080 NED02,G,195.492708,19.255917,0.23,0.12,64,18.66,,,Com,B,,0
IC4081,G,195.480417,22.771028,0.42,0.28,157,16.59,,,Com,B,,0
IC4082,G,195.412875,37.341639,0.44,0.27,92,16.57,,,CVn,B,,0
IC4083,G,195.412125,38.142361,0.41,0.26,20,16.29,,,CVn,B,,0
IC4084,**,195.420958,36.965667,,,,,,,CVn,,,0
IC4085,G,195.409125,39.702694,0.3,0.25,132,16.01,,,CVn,B,,0
IC4086,G,195.4285,36.648417,0.82,0.66,178,15.66,,,CVn,B,,0
IC4087,G,195.501708,19.995194,0.23,0.13,9,17.04,,,Com,B,,0
IC4088,Dup,195.430708,29.044667,,,,,,,Com,,,0
IC4089,G,195.507708,19.502889,0.36,0.32,149,17.44,,,Com,B,,0
IC4090,*,195.442917,36.837944,,,,,,,CVn,,,0
IC4091,G,195.554,19.893,0.52,0.26,131,16.85,,,Com,B,,0
IC4092,*,195.556792,19.184167,,,,,,,Com,,,0
IC4093,Other,195.516625,28.99475,,,,,,,Com,,,0
IC4094,G,195.494125,37.795028,0.44,0.3,132,16.3,,,CVn,B,,0
IC4095,G,195.584917,19.099694,0.77,0.33,27,16.25,,,Com,B,,0
IC4096,G,195.570667,24.010833,0.67,0.52,132,16.7,,,Com,B,,0
IC4097,*,195.520583,36.605444,,,,,,,CVn,,,0
IC4098,G,195.516,37.980889,0.51,0.28,112,16.33,,,CVn,B,,0
IC4099,G,195.596792,24.029167,0.65,0.49,104,16.38,,,Com,B,,0
IC4100,G,195.520458,40.408361,1.16,0.75,104,14.81,,,CVn,B,,0
IC4101,*,195.557292,39.940361,,,,,,,CVn,,,0
IC4102,G,195.574958,36.152444,0.34,0.22,78,16.97,,,CVn,B,,0
IC4103,G,195.579375,38.0175,0.76,0.52,64,15.88,,,CVn,B,,0
IC4104,G,195.5755,38.592417,0.51,0.37,167,15.95,,,CVn,B,,0
IC4105,G,195.579167,38.271278,0.48,0.39,89,16.47,,,CVn,B,,0
IC4106,G,195.660167,28.114583,0.74,0.55,135,15.39,,,Com,B,,0
IC4107,G,195.674458,21.997389,0.89,0.81,0,16.62,,,Com,B,,0
IC4108,G,195.631375,38.4785,0.71,0.37,132,15.4,,,CVn,B,,0
IC4109,*,195.741542,19.003694,,,,,,,Com,,,0
IC4110,G,195.742875,19.226972,0.2,0.14,151,16.57,,,Com,V,,0
IC4111,G,195.735708,28.070417,0.73,0.34,133,15.64,,,Com,B,,0
IC4112,*,195.688167,37.212167,,,,,,,CVn,,,0
IC4113,G,195.763792,20.473389,0.37,0.23,111,16.69,,,Com,B,,0
IC4114,G,195.674292,40.104528,0.46,0.21,41,16.56,,,CVn,B,,0
IC4115,G,195.703042,37.223222,0.56,0.44,15,15.87,,,CVn,B,,0
IC4116,*,195.792167,19.083361,,,,,,,Com,,,0
IC4117,*,195.7025,40.524889,,,,,,,CVn,,,0
IC4118,G,195.715417,38.292944,0.63,0.39,102,15.38,,,CVn,B,,0
IC4119,G,195.813208,19.232778,0.43,0.15,24,17.44,,,Com,V,,0
IC4120,*,195.756458,37.081667,,,,,,,CVn,,,0
IC4121,*,195.839667,19.282306,,,,,,,Com,,,0
IC4122,G,195.851792,20.196917,0.84,0.69,26,14.16,,,Com,V,,0
IC4123,G,195.77425,38.314472,0.55,0.47,138,15.6,,,CVn,B,,0
IC4124,G,195.881542,22.846806,0.38,0.26,37,16.82,,,Com,B,,0
IC4125,G,195.895708,18.803389,1.01,0.65,74,15.75,,,Com,B,,0
IC4126,*,195.901875,19.323444,,,,,,,Com,,,0
IC4127,G,195.8225,38.046917,0.58,0.37,40,15.93,,,CVn,B,,0
IC4128,G,195.921833,20.216639,0.4,0.28,65,16.4,,,Com,B,,0
IC4129,G,195.933208,18.877139,0.47,0.29,28,17.04,,,Com,B,,0
IC4130,G,195.944125,19.271528,1.2,1.05,70,14.3,,,Com,V,,0
IC4131,G,195.856583,38.951278,0.38,0.28,158,16.39,,,CVn,B,,0
IC4132,*,195.891,38.377583,,,,,,,CVn,,,0
IC4133,G,195.961667,27.988389,0.57,0.52,66,15.34,,,Com,B,,0
IC4134,Dup,195.517292,-11.378417,,,,,,,Vir,,,0
IC4135,G,195.905792,40.248972,0.67,0.38,36,16.06,,,CVn,B,,0
IC4136,Dup,196.079625,-7.649444,,,,,,,Vir,,,0
IC4137,G,195.997083,22.739972,0.39,0.31,166,16.52,,,Com,B,,0
IC4138,G,196.008792,20.6655,0.38,0.24,162,16.61,,,Com,B,,0
IC4139,G,196.017292,19.294972,0.64,0.52,60,15.41,,,Com,V,,0
IC4140,G,196.025167,20.096361,0.32,0.26,71,17.54,,,Com,B,,0
IC4141,G,196.032208,19.210639,0.66,0.55,108,15.31,,,Com,V,,0
IC4142,*,195.946625,38.195083,,,,,,,CVn,,,0
IC4143,*,195.939583,40.207083,,,,,,,CVn,,,0
IC4144,G,195.958625,36.943389,0.96,0.18,6,15.88,,,CVn,B,,0
IC4145,G,195.957375,38.286583,0.71,0.17,135,16.75,,,CVn,B,,0
IC4146,G,196.04325,19.27825,0.52,0.38,9,15.93,,,Com,V,,0
IC4147,G,196.039292,20.250889,0.32,0.17,156,17.35,,,Com,B,,0
IC4148,G,196.044542,19.259167,0.41,0.21,68,16.7,,,Com,V,,0
IC4149,G,196.045083,22.289667,0.65,0.39,82,15.5,,,Com,B,,0
IC4150,*,196.054333,21.986722,,,,,,,Com,,,0
IC4151,GTrpl,195.995583,36.857889,0.4,,,,,,CVn,,,0
IC4151 NED01,G,195.996167,36.858028,0.47,0.23,8,17.58,,,CVn,B,,0
IC4151 NED02,G,195.99725,36.858444,0.3,0.19,131,18.01,,,CVn,B,,0
IC4152,G,195.993583,38.198611,0.75,0.63,11,15.92,,,CVn,B,,0
IC4153,*,196.110708,19.044972,,,,,,,Com,,,0
IC4154,G,196.117792,23.575028,0.62,0.53,111,15.5,,,Com,B,,0
IC4155,*,196.037083,40.015444,,,,,,,CVn,,,0
IC4156,Dup,196.233167,-7.947694,,,,,,,Vir,,,0
IC4157,*,196.077417,38.663583,,,,,,,CVn,,,0
IC4158,G,196.102667,36.479889,0.76,0.25,125,15.74,,,CVn,B,,0
IC4159,G,196.191625,22.242139,0.33,0.24,127,17.2,,,Com,B,,0
IC4160,G,196.20025,22.892472,0.43,0.2,22,16.9,,,Com,B,,0
IC4161,G,196.147167,39.977472,0.71,0.18,107,16.04,,,CVn,B,,0
IC4162,G,196.262458,20.554806,0.33,0.24,165,16.97,,,Com,B,,0
IC4163,G,196.283375,20.770722,0.4,0.33,31,16.39,,,Com,B,,0
IC4164,G,196.310375,20.547111,0.45,0.2,127,16.81,,,Com,B,,0
IC4165,G,196.237333,39.924917,0.64,0.6,16,17.95,,,CVn,V,,0
IC4166,G,196.327458,31.442306,1.01,0.49,177,15.15,,,CVn,B,,0
IC4167,G,196.378125,21.910028,0.4,0.25,160,16.82,,,Com,B,,0
IC4168,G,196.294625,40.049694,0.65,0.5,74,15.36,,,CVn,B,,0
IC4169,GPair,196.300375,38.772472,0.6,,,,,,CVn,,,0
IC4169 NED01,G,196.300042,38.770694,0.15,0.12,120,19.09,,,CVn,B,,0
IC4169 NED02,G,196.302167,38.773556,0.51,0.47,130,16.41,,,CVn,B,,0
IC4170,GPair,196.395208,21.135028,0.8,,,,,,Com,,,0
IC4170 NED01,G,196.395792,21.134944,0.51,0.5,79,12.7,,,Com,V,,0
IC4170 NED02,G,196.396958,21.129694,0.26,0.17,95,18.93,,,Com,B,,0
IC4171,G,196.328375,36.102889,0.71,0.39,82,15.92,,,CVn,B,,0
IC4172,G,196.639,22.850389,0.49,0.39,85,16.21,,,Com,B,,0
IC4173,Dup,195.978042,-11.505056,,,,,,,Vir,,,0
IC4174,*,196.369,36.396417,,,,,,,CVn,,,0
IC4175,G,196.447792,20.374694,0.4,0.27,138,16.84,,,Com,B,,0
IC4176,Dup,195.986417,-11.498056,,,,,,,Vir,,,0
IC4177,G,196.620625,-13.571639,0.87,0.45,90,14.96,,,Vir,B,,0
IC4178,G,196.422917,36.017472,0.63,0.24,120,16.19,,,CVn,B,,0
IC4179,*,196.44125,37.197806,,,,,,,CVn,,,0
IC4180,G,196.735375,-23.917111,1.38,1.02,163,13.6,,,Hya,V,,0
IC4181,G,196.52675,21.493889,0.53,0.47,125,16.15,,,Com,B,,0
IC4182,G,196.456417,37.604889,6.01,5.52,0,11.61,,,CVn,V,,0
IC4183,G,196.548167,21.504361,0.46,0.4,113,16.72,,,Com,B,,0
IC4184,G,196.465708,38.837389,0.33,0.22,111,15.54,,,CVn,B,,0
IC4185,GPair,196.552667,21.773028,1,,,,,,Com,,,0
IC4185 NED01,G,196.552375,21.76925,0.55,0.23,147,16.59,,,Com,B,,0
IC4185 NED02,G,196.553208,21.775861,0.32,0.19,21,18.03,,,Com,B,,0
IC4186,**,196.489,36.986056,,,,,,,CVn,,,0
IC4187,G,196.498417,36.298472,0.55,0.43,157,15.53,,,CVn,B,,0
IC4188,G,196.509708,36.328222,0.46,0.37,53,16.36,,,CVn,B,,0
IC4189,G,196.514792,35.980333,1.25,0.84,180,14.42,,,CVn,B,,0
IC4190,*,196.526583,37.610028,,,,,,,CVn,,,0
IC4191,PN,197.196792,-67.64375,0.08,,,10.6,,,Mus,V,,0
IC4192,Other,196.535833,37.605556,,,,,,,CVn,,,0
IC4193,G,196.526375,39.423611,0.49,0.32,61,15.51,,,CVn,B,,0
IC4194,*,196.532458,38.873583,,,,,,,CVn,,,0
IC4195,*,196.564292,37.039778,,,,,,,CVn,,,0
IC4196,Dup,196.890583,-24.008556,,,,,,,Hya,,,0
IC4197,G,197.018042,-23.796861,1.84,1.12,162,12.48,,,Hya,V,,0
IC4198,Dup,196.928417,24.810583,,,,,,,Com,,,0
IC4199,*,196.886125,35.859833,,,,,,,CVn,,,0
IC4200,G,197.394833,-51.968583,1.69,1.06,154,13.82,,,Cen,V,,0
IC4201,G,196.963417,35.834861,0.66,0.63,85,15.5,,,CVn,B,,0
IC4202,G,197.131583,24.700778,1.74,0.36,142,14.96,,,Com,B,,0
IC4203,*,197.079458,40.427889,,,,,,,CVn,,,0
IC4204,G,197.089917,39.461167,0.95,0.21,42,15.93,,,CVn,B,,0
IC4205,Dup,197.173875,52.774278,,,,,,,UMa,,,0
IC4206,*,197.341417,39.02225,,,,,,,CVn,,,0
IC4207,G,197.361375,37.822944,0.49,0.3,2,16.61,,,CVn,B,,0
IC4208,*,197.408292,37.255583,,,,,,,CVn,,,0
IC4209,G,197.593708,-7.170694,1.28,0.53,99,14.48,,,Vir,B,,0
IC4210,Dup,197.698542,29.709889,,,,,,,Com,,,0
IC4211,*,197.735333,37.17625,,,,,,,CVn,,,0
IC4212,G,198.012458,-6.9925,0.33,0.21,140,13.69,,,Vir,V,,0
IC4213,G,198.04675,35.669694,2.48,0.48,176,13.98,,,CVn,B,,0
IC4214,G,199.427875,-32.101694,2.96,1.84,165,11.4,,,Cen,V,,0
IC4215,G,199.070125,25.405222,1.55,0.36,46,13.88,,,Com,V,,0
IC4216,G,199.257792,-10.77,2.05,0.77,53,13.69,,,Vir,B,,0
IC4217,G,199.305333,-13.154083,0.68,0.62,30,15.26,,,Vir,B,,0
IC4218,G,199.264208,-2.261278,1.2,0.37,159,14.73,,,Vir,V,,0
IC4219,G,199.623917,-31.630889,1.12,0.97,114,12.99,,,Cen,V,,0
IC4220,G,199.476333,-13.605472,0.85,0.61,105,14.89,,,Vir,B,,0
IC4221,G,199.626458,-14.608889,1.54,0.71,167,13.58,,,Vir,B,,0
IC4222,Dup,199.919042,-27.428972,,,,,,,Hya,,,0
IC4223,G,199.730042,7.7955,0.72,0.53,140,15.38,,,Vir,B,,0
IC4224,G,199.771042,-2.515306,0.88,0.37,99,14.84,,,Vir,B,,0
IC4225,G,200.003958,31.981389,1.64,0.33,131,14.97,,,CVn,B,,0
IC4226,G,200.126708,32.003917,0.49,0.35,140,15.12,,,CVn,B,,0
IC4227,G,200.222833,32.190778,0.54,0.44,77,15.55,,,CVn,B,,0
IC4228,G,200.392083,25.51625,0.8,0.55,67,15.12,,,Com,B,,0
IC4229,G,200.608875,-2.418278,0.8,0.67,15,14.3,,,Vir,B,,0
IC4230,G,200.496667,26.733861,1.19,0.36,1,15.06,,,Com,B,,0
IC4231,G,200.80575,-26.300389,2.06,0.57,34,14.29,,,Hya,B,,0
IC4232,G,200.843542,-26.1095,1.19,0.37,4,14.57,,,Hya,B,,0
IC4233,Dup,201.210125,-30.307528,,,,,,,Cen,,,0
IC4234,G,200.749458,27.116417,0.78,0.68,12,14.76,,,Com,B,,0
IC4235,G,200.970708,-12.743361,0.91,0.25,78,16.13,,,Vir,B,,0
IC4236,Dup,200.864375,6.392556,,,,,,,Vir,,,0
IC4237,G,201.1365,-21.136833,2.14,1.39,135,13.22,,,Vir,B,,0
IC4238,G,200.999792,30.932417,0.87,0.24,29,15.93,,,CVn,B,,0
IC4239,G,201.105958,30.959278,0.88,0.63,132,15.19,,,CVn,B,,0
IC4240,G,201.114833,30.977917,0.54,0.25,34,15.87,,,CVn,B,,0
IC4241,G,201.193958,26.738417,0.62,0.47,64,15.38,,,Com,B,,0
IC4242,G,201.1705,31.0265,0.58,0.41,137,16.02,,,CVn,B,,0
IC4243,G,201.4635,-27.626889,0.5,0.38,35,15.19,,,Hya,B,,0
IC4244,G,201.234458,26.463528,0.81,0.34,82,15.42,,,Com,B,,0
IC4245,G,201.496042,-26.677722,0.73,0.52,112,15.25,,,Hya,B,,0
IC4246,G,201.501042,-26.678056,0.62,0.26,147,15.34,,,Hya,B,,0
IC4247,G,201.685125,-30.362417,1.38,0.52,154,14.28,,,Cen,V,,0
IC4248,G,201.69675,-29.881361,1.04,0.65,89,14.8,,,Hya,V,,0
IC4249,G,201.777333,-27.956389,1.43,0.41,111,13.92,,,Hya,V,,0
IC4250,G,201.53725,26.477167,0.55,0.32,53,15.55,,,Com,B,,0
IC4251,G,201.851167,-29.444361,0.98,0.65,145,14.97,,,Hya,B,,0
IC4252,G,201.866667,-27.324778,2,1.08,135,13.05,,,Hya,V,,0
IC4253,G,201.884875,-27.872139,1.41,0.71,135,14.8,,,Hya,V,,0
IC4254,G,201.939042,-27.222528,0.75,0.54,81,15.6,,,Hya,B,,0
IC4255,G,202.0005,-27.354306,1.34,0.99,45,13.37,,,Hya,V,,0
IC4256,G,201.763292,30.976833,0.66,0.32,44,15.5,,,CVn,B,,0
IC4257,Other,201.834708,46.867,,,,,,,CVn,,,0
IC4258,G,201.971917,28.508194,0.85,0.68,29,15.08,,,CVn,B,,0
IC4259,G,202.367292,-30.134944,0.99,0.56,149,15.39,,,Hya,B,,0
IC4260,G,202.418417,-28.266083,1.17,0.29,96,15.68,,,Hya,B,,0
IC4261,G,202.448583,-28.006361,1.17,0.86,131,14.74,,,Hya,B,,0
IC4262,G,202.59625,-28.270583,1.18,0.37,65,15.62,,,Hya,B,,0
IC4263,G,202.138292,46.927194,1.71,0.42,102,15.22,,,CVn,B,,0
IC4264,G,202.573833,-27.928444,1.88,0.47,105,14.96,,,Hya,B,,0
IC4265,G,202.595708,-25.765556,0.84,0.53,5,15.47,,,Hya,B,,0
IC4266,G,202.273458,37.61175,0.55,0.5,10,16.17,,,CVn,B,,0
IC4267,G,202.650417,-26.256056,1.3,0.45,135,15.2,,,Hya,B,,0
IC4268,G,202.301375,37.6605,0.63,0.46,90,16.28,,,CVn,B,,0
IC4269,G,202.337667,37.623083,0.46,0.46,85,,,,CVn,,,0
IC4270,G,202.704542,-25.333667,0.95,0.83,7,14.69,,,Hya,B,,0
IC4271,GPair,202.339167,37.411667,0.8,,,,,,CVn,,,0
IC4271 NED01,G,202.339333,37.414028,0.87,0.66,167,15.35,,,CVn,B,,0
IC4271 NED02,G,202.338792,37.409667,0.3,0.23,141,15,,,CVn,V,,0
IC4272,G,202.819,-29.957361,0.98,0.18,111,15.66,,,Hya,B,,0
IC4273,G,202.874417,-28.893444,0.95,0.64,24,15.25,,,Hya,B,,0
IC4274,Dup,203.387125,-65.974056,,,,,,,Mus,,,0
IC4275,G,202.96375,-29.732389,0.95,0.54,25,16.6,,,Hya,V,,0
IC4276,G,203.026083,-28.156833,1.32,0.18,61,15.37,,,Hya,B,,0
IC4277,G,202.569667,47.314167,0.67,0.08,91,,,,CVn,,,0
IC4278,G,202.614792,47.246889,0.43,0.4,65,17.79,,,CVn,B,,0
IC4279,G,203.129042,-27.127472,0.68,0.38,52,15.48,,,Hya,B,,0
IC4280,G,203.2225,-24.207139,1.13,0.76,64,12.84,,,Hya,V,,0
IC4281,G,203.159375,-27.169639,1.3,0.79,98,14.48,,,Hya,B,,0
IC4282,G,202.832375,47.183861,0.4,0.38,156,17.83,,,CVn,B,,0
IC4283,G,203.0445,28.389111,0.65,0.34,69,15.36,,,CVn,B,,0
IC4284,G,202.883083,46.795111,0.32,0.3,21,17.27,,,CVn,B,,0
IC4285,G,202.93975,46.821611,0.32,0.17,92,17.88,,,CVn,B,,0
IC4286,G,203.398542,-27.631222,0.41,0.34,20,15.96,,,Hya,B,,0
IC4287,GPair,203.1625,25.441111,1,,,,,,Com,,,0
IC4287 NED01,G,203.162375,25.441111,0.96,0.46,152,15.27,,,Com,B,,0
IC4287 NED02,G,203.16525,25.440194,0.22,0.15,15,,,,Com,,,0
IC4288,G,203.62675,-27.304222,1.36,0.6,114,14.76,,,Hya,B,,0
IC4289,G,203.699208,-27.127083,1.4,0.62,8,14.35,,,Hya,B,,0
IC4290,G,203.831583,-28.021806,1.35,1.11,99,13.32,,,Hya,V,,0
IC4291,OCl,204.235042,-62.093111,5.1,,,9.7,,,Cen,V,,0
IC4292,G,203.944167,-27.673861,0.56,0.48,14,15.2,,,Hya,B,,0
IC4293,G,204.009417,-25.882306,2.19,1.39,177,13.5,,,Hya,V,,0
IC4294,G,204.130125,-28.781139,0.93,0.45,32,15.62,,,Hya,B,,0
IC4295,G,204.143583,-29.089444,1.04,0.4,114,15.12,,,Hya,B,,0
IC4296,G,204.162625,-33.965833,4.62,2.43,42,10.51,,,Cen,V,,0
IC4297,G,203.830208,26.424778,0.88,0.4,70,15.57,,,Com,B,,0
IC4298,G,204.144708,-26.553861,1.6,0.82,177,14.17,,,Hya,B,,0
IC4299,G,204.197833,-34.065806,1.87,0.81,58,12.66,,,Cen,V,,0
IC4300,G,203.855,33.419806,0.23,0.23,12,15.74,,,CVn,B,,0
IC4301,G,203.899167,33.3745,1.29,0.39,130,15.77,,,CVn,B,,0
IC4302,G,203.899792,33.479583,1.36,0.27,126,16.14,,,CVn,B,,0
IC4303,G,204.325917,-28.657972,0.98,0.54,71,15.26,,,Hya,B,,0
IC4304,G,203.991167,33.430028,1.31,0.55,41,14.74,,,CVn,B,,0
IC4305,G,203.993208,33.473917,0.98,0.86,173,14.8,,,CVn,B,,0
IC4306,G,204.081833,33.423444,1.1,0.39,81,15.43,,,CVn,B,,0
IC4307,G,204.150708,27.242194,0.66,0.59,84,15.08,,,Boo,B,,0
IC4308,Other,204.218167,32.733361,,,,,,,CVn,,,0
IC4309,G,204.7085,-29.662722,0.77,0.5,132,15.47,,,Hya,B,,0
IC4310,G,204.738083,-25.845722,2.38,0.96,73,13.33,,,Hya,B,,0
IC4311,G,205.033167,-51.036139,1.11,0.78,161,14.07,,,Cen,B,,0
IC4312,G,205.12875,-51.070889,1.21,0.89,75,13.42,,,Cen,B,,0
IC4313,G,204.586292,26.759778,0.59,0.38,38,16.02,,,Boo,B,,0
IC4314,G,204.604458,26.7425,0.91,0.65,10,14.94,,,Boo,B,,0
IC4315,G,205.013292,-25.474556,1.6,0.32,132,15.05,,,Hya,B,,0
IC4316,G,205.076708,-28.892222,1.38,1,56,13.97,,,Hya,V,,0
IC4317,G,205.440917,27.106361,0.51,0.34,23,16.21,,,Boo,B,,0
IC4318,G,205.844542,-28.967944,1.08,0.95,10,14.54,,,Hya,B,,0
IC4319,G,205.860708,-29.803472,1.61,0.54,73,14.32,,,Hya,B,,0
IC4320,G,206.0155,-27.231694,1.31,1.18,30,14.25,,,Hya,B,,0
IC4321,G,206.130208,-30.139583,1.02,0.62,33,15.16,,,Cen,B,,0
IC4322,G,205.933958,25.392139,0.69,0.55,71,15.5,,,Boo,B,,0
IC4323,G,206.278667,-28.65125,1.1,0.2,58,15.91,,,Hya,B,,0
IC4324,G,206.363792,-30.227222,0.9,0.57,126,14.82,,,Cen,B,,0
IC4325,G,206.915208,-29.434361,1.2,0.48,101,14.75,,,Hya,B,,0
IC4326,G,207.089542,-29.626389,1,0.81,166,14.4,,,Hya,B,,0
IC4327,G,207.1825,-30.2175,1.15,0.58,56,13.91,,,Cen,V,,0
IC4328,G,207.262083,-29.937028,1.07,0.7,174,14.92,,,Hya,B,,0
IC4329,G,207.272125,-30.295861,4.74,2.65,67,10.97,,,Cen,V,,0
IC4330,G,206.811875,-28.331806,1.29,0.65,93,14.72,,,Hya,B,,0
IC4331,G,207.352542,25.154667,0.63,0.51,64,15.73,,,Boo,B,,0
IC4332,G,207.468958,25.190889,0.85,0.78,3,15.3,,,Boo,B,,0
